Gene	NGr1	NGr2	NGr3	349r1	349r2	349r3
gene-ECD_04227	54	39	49	33	55	36
gene-ECD_04228	309	192	243	200	266	200
gene-ECD_04229	523	253	394	296	401	251
gene-ECD_04230	264	116	229	137	293	105
gene-ECD_04231	131	131	118	131	143	172
gene-ECD_04232	218	205	192	204	232	267
gene-ECD_04233	342	353	335	343	378	426
gene-ECD_04235	20	12	16	17	17	19
gene-ECD_04236	811	571	572	624	867	806
gene-ECD_04237	938	1033	878	942	949	1446
gene-ECD_04238	1089	1076	1128	967	1147	1396
gene-ECD_04239	1149	1126	1120	1020	1025	1279
gene-ECD_04240	59	48	47	54	43	55
gene-ECD_04241	71	57	78	58	82	102
gene-ECD_04242	1	5	1	1	5	1
gene-ECD_04243	5	5	0	8	5	5
gene-ECD_04244	75	62	34	48	57	63
gene-ECD_04245	19	22	10	12	14	21
gene-ECD_04246	1060	866	859	848	890	988
gene-ECD_04247	234	266	185	189	232	392
gene-ECD_04248	250	366	162	222	249	321
gene-ECD_04249	952	1009	798	808	887	1020
gene-ECD_04250	2059	2190	1594	1854	1655	2531
gene-ECD_04251	2649	1121	2166	1678	2134	1443
gene-ECD_04252	1057	431	754	598	865	642
gene-ECD_04253	1341	957	915	937	1152	1202
gene-ECD_04254	1138	816	897	884	949	967
gene-ECD_04255	129	137	116	92	121	121
gene-ECD_04256	288	228	227	207	250	280
gene-ECD_04257	2865	1955	2870	2504	2759	2662
gene-ECD_04258	5620	4143	5521	4337	7645	5568
gene-ECD_04259	11723	10109	10942	9530	13380	12132
gene-ECD_04260	10964	8198	9265	7865	10608	10802
gene-ECD_04261	153	130	122	152	134	196
gene-ECD_04262	2527	1806	2026	2083	2128	2232
gene-ECD_04263	591	639	495	468	574	684
gene-ECD_04264	795	709	717	668	806	874
gene-ECD_04265	1452	1175	987	1271	1075	1421
gene-ECD_04266	1514	1115	1073	1216	1142	1290
gene-ECD_04267	6011	4450	4692	4418	4977	5156
gene-ECD_04268	2480	1944	2373	2162	2702	2526
gene-ECD_04269	688	615	582	584	690	630
gene-ECD_04270	852	654	619	631	751	779
gene-ECD_04271	1305	1088	1113	1133	1222	1250
gene-ECD_04272	11831	8043	9915	9194	10806	10168
gene-ECD_04273	599	506	470	500	481	627
gene-ECD_04274	912	635	729	621	734	820
gene-ECD_04275	670	624	460	492	619	758
gene-ECD_04276	76	66	57	62	68	50
gene-ECD_04277	8397	5103	6646	6092	7830	6800
gene-ECD_04278	417	231	330	440	437	362
gene-ECD_04279	551	464	442	429	527	685
gene-ECD_04281	110	107	132	77	112	112
gene-ECD_04282	0	0	0	0	0	0
gene-ECD_04283	6	6	5	3	5	8
gene-ECD_04284	10479	6533	10512	12800	11090	12058
gene-ECD_04285	8	1	1	4	1	3
gene-ECD_04286	0	0	0	1	1	0
gene-ECD_04287	0	0	0	0	0	0
gene-ECD_04288	1	0	0	0	0	0
gene-ECD_04289	17	12	9	13	18	24
gene-ECD_04290	4	0	9	7	5	5
gene-ECD_04293	0	0	0	0	0	0
gene-ECD_04299	3	4	1	2	1	8
gene-ECD_04302	12	19	10	11	13	18
gene-ECD_04303	2	10	5	11	5	10
gene-ECD_04308	11	8	9	18	14	26
gene-ECD_04309	39	42	37	49	43	61
gene-ECD_04314	6	12	10	16	4	17
gene-ECD_04317	9	3	10	11	4	21
gene-ECD_04318	7	17	8	15	10	13
gene-ECD_04319	19	1	10	25	18	30
gene-ECD_04323	424	483	328	422	456	825
gene-ECD_04329	1295	407	636	1006	635	814
gene-ECD_04330	3	1	3	3	3	3
gene-ECD_04336	3	1	0	0	1	0
gene-ECD_04337	1	0	0	1	2	2
gene-ECD_04338	32	32	26	23	28	28
gene-ECD_04339	1090	476	954	1298	964	966
gene-ECD_04342	1	0	0	0	0	0
gene-ECD_04345	9	5	3	7	8	7
gene-ECD_04346	17	4	6	18	6	18
gene-ECD_04351	0	1	0	0	0	0
gene-ECD_04354	45	36	34	54	51	52
gene-ECD_04357	2	2	3	2	6	1
gene-ECD_04360	14	10	8	22	16	28
gene-ECD_04362	23	25	21	27	35	31
gene-ECD_04363	6	23	25	19	16	14
gene-ECD_04365	0	0	0	0	0	0
gene-ECD_04371	466	430	432	520	511	491
gene-ECD_04373	1325	959	1169	1481	1323	1350
gene-ECD_04379	8	9	10	6	11	11
gene-ECD_04384	241	229	188	221	232	257
gene-ECD_04387	106	95	132	138	143	184
gene-ECD_04388	88	37	55	101	42	63
gene-ECD_04389	90	122	79	53	83	145
gene-ECD_04390	32	14	26	35	31	33
gene-ECD_04391	85	72	80	109	81	140
gene-ECD_04392	64	73	72	59	108	93
gene-ECD_10002	27	12	22	21	38	23
gene-ECD_10004	858	723	734	696	867	1074
gene-ECD_10005	89	81	89	78	81	99
gene-ECD_10006	47	64	59	36	48	79
gene-ECD_10007	513	427	649	566	487	530
gene-ECD_10008	115	133	90	115	96	134
gene-ECD_10009	3	7	8	12	3	6
gene-ECD_10010	12	4	11	11	6	8
gene-ECD_10011	58	61	59	56	66	67
gene-ECD_10012	179	162	158	126	191	204
gene-ECD_10013	223	186	204	159	212	233
gene-ECD_10014	166	123	137	133	127	149
gene-ECD_10015	0	0	0	0	0	0
gene-ECD_10016	62	53	40	44	33	57
gene-ECD_10017	143	116	112	112	119	169
gene-ECD_10018	24	33	30	34	36	35
gene-ECD_10019	0	0	0	0	0	0
gene-ECD_10020	115	94	95	111	101	96
gene-ECD_10021	1139	1620	1201	1081	1342	1734
gene-ECD_10022	44	55	54	77	57	71
gene-ECD_10023	154	124	127	148	135	186
gene-ECD_10024	223	173	172	148	177	179
gene-ECD_10025	184	142	174	160	179	153
gene-ECD_10026	477	346	345	328	416	427
gene-ECD_10027	227	155	206	218	230	211
gene-ECD_10028	51	36	36	43	36	55
gene-ECD_10029	25	35	37	41	47	54
gene-ECD_10030	73	71	82	55	83	90
gene-ECD_10031	84	30	39	62	64	68
gene-ECD_10032	95	56	77	108	57	103
gene-ECD_10033	46	41	23	40	43	52
gene-ECD_10034	33	21	36	33	31	34
gene-ECD_10035	24	26	22	13	21	12
gene-ECD_10036	119	145	134	110	120	150
gene-ECD_10037	8	3	2	7	7	8
gene-ECD_10038	130	125	137	98	110	133
gene-ECD_10039	223	158	178	190	194	180
gene-ECD_10040	95	69	86	62	89	88
gene-ECD_10041	239	188	238	214	244	234
gene-ECD_10042	45	26	34	36	34	29
gene-ECD_10043	67	43	53	61	56	62
gene-ECD_10044	55	53	64	61	55	54
gene-ECD_10045	27	29	32	23	30	37
gene-ECD_10046	86	64	76	101	91	72
gene-ECD_10047	67	61	70	56	73	63
gene-ECD_10048	60	45	45	41	45	49
gene-ECD_10049	129	147	139	125	143	149
gene-ECD_10050	8	5	5	9	6	11
gene-ECD_10051	69	42	56	51	48	64
gene-ECD_10052	15	10	20	20	22	11
gene-ECD_10053	25	33	26	28	24	22
gene-ECD_10054	367	327	320	301	382	382
gene-ECD_10055	260	174	286	202	281	285
gene-ECD_10056	70	68	67	73	66	85
gene-ECD_10057	55	91	69	43	79	65
gene-ECD_10058	2257	2171	2179	1962	2784	2770
gene-ECD_n04291	8	4	2	3	8	3
gene-ECD_n04292	5	10	2	2	2	19
gene-ECD_n04294	833	340	406	917	543	1286
gene-ECD_n04295	6	2	8	5	9	3
gene-ECD_n04296	2	2	1	0	2	1
gene-ECD_n04297	28	24	76	24	34	12
gene-ECD_n04298	8	10	1	8	3	16
gene-ECD_n04300	26	17	27	25	18	31
gene-ECD_n04301	139	68	71	83	91	98
gene-ECD_n04304	31	14	20	26	16	50
gene-ECD_n04305	73	83	46	73	60	106
gene-ECD_n04306	1	0	1	3	1	2
gene-ECD_n04307	6	7	4	3	4	7
gene-ECD_n04310	10	8	12	6	22	13
gene-ECD_n04311	57	64	85	68	61	84
gene-ECD_n04312	1	4	2	7	6	6
gene-ECD_n04313	0	0	0	0	0	0
gene-ECD_n04315	63	79	53	53	69	91
gene-ECD_n04316	4	11	3	5	5	10
gene-ECD_n04320	0	0	0	0	0	2
gene-ECD_n04321	235	526	278	256	207	577
gene-ECD_n04322	1	0	3	4	2	12
gene-ECD_n04324	0	0	0	0	0	0
gene-ECD_n04325	20	11	3	12	17	38
gene-ECD_n04326	11	7	10	11	12	13
gene-ECD_n04327	0	0	0	0	0	1
gene-ECD_n04328	17	9	11	15	8	18
gene-ECD_n04331	25	4	11	21	18	16
gene-ECD_n04332	126	97	89	131	169	221
gene-ECD_n04333	200	174	119	182	206	327
gene-ECD_n04334	22	29	32	42	25	40
gene-ECD_n04335	27	18	24	28	22	35
gene-ECD_n04340	45	30	23	28	43	58
gene-ECD_n04341	4	2	4	3	5	12
gene-ECD_n04343	510	405	616	547	549	544
gene-ECD_n04344	16	18	8	13	13	29
gene-ECD_n04347	0	0	0	1	1	0
gene-ECD_n04348	980636	597857	874230	982097	971153	932495
gene-ECD_n04349	231	252	154	176	179	255
gene-ECD_n04350	3	0	1	3	1	1
gene-ECD_n04352	1480	921	646	1029	1510	2653
gene-ECD_n04353	1547	1088	1002	1796	1111	2603
gene-ECD_n04355	4	9	7	4	5	7
gene-ECD_n04356	3	6	5	4	3	1
gene-ECD_n04358	6034	4068	5236	7215	5745	7517
gene-ECD_n04359	29	31	27	23	33	46
gene-ECD_n04361	4	6	5	4	7	8
gene-ECD_n04364	9	3	3	4	7	6
gene-ECD_n04366	304	260	283	344	266	366
gene-ECD_n04367	239	181	177	201	283	337
gene-ECD_n04368	118987	75983	154816	154370	115864	75082
gene-ECD_n04369	104	83	63	56	95	118
gene-ECD_n04370	141	110	146	118	118	132
gene-ECD_n04372	0	0	3	2	4	4
gene-ECD_n04374	3	3	1	2	1	7
gene-ECD_n04375	20	6	5	9	6	9
gene-ECD_n04376	4	10	7	6	8	6
gene-ECD_n04377	11	14	9	14	9	20
gene-ECD_n04378	0	2	0	0	2	0
gene-ECD_n04380	315	137	200	403	234	561
gene-ECD_n04381	12	4	8	10	11	15
gene-ECD_n04382	104	65	95	77	84	83
gene-ECD_n04383	591	262	387	527	511	1240
gene-ECD_n04385	61	27	41	65	46	78
gene-ECD_n04386	22	10	13	12	15	22
gene-ECD_n04393	0	0	0	0	0	0
gene-ECD_r00001	6198	7157	9749	7513	7373	7097
gene-ECD_r00002	156	98	43	183	164	194
gene-ECD_r00003	0	0	0	0	0	0
gene-ECD_r00004	3	3	2	6	1	5
gene-ECD_r00005	494	214	190	572	554	626
gene-ECD_r00006	1960	1875	3840	2075	1205	1850
gene-ECD_r00007	71	70	58	83	59	66
gene-ECD_r00008	52	67	59	64	49	76
gene-ECD_r00009	12694	10066	9167	13726	13913	15131
gene-ECD_r00010	1107	679	758	1139	2672	1489
gene-ECD_r00011	0	1	1	1	2	0
gene-ECD_r00012	1	0	0	1	0	732
gene-ECD_r00013	0	0	1	0	3	1
gene-ECD_r00014	8	2	4	7	8	11
gene-ECD_r00015	9528	4593	4488	15858	11183	9122
gene-ECD_r00016	1	0	1	1	0	0
gene-ECD_r00017	851	476	2632	770	889	3478
gene-ECD_r00018	571	895	359	548	588	1087
gene-ECD_r00019	0	1	0	0	0	1
gene-ECD_r00020	116	47	40	69	76	538
gene-ECD_r00021	1187	611	823	1156	1395	1772
gene-ECD_r00022	11	13	15	20	3	15
gene-ECD_t00001	0	0	0	0	0	0
gene-ECD_t00002	0	0	0	0	0	0
gene-ECD_t00003	8	12	8	7	7	4
gene-ECD_t00004	22	50	29	43	47	51
gene-ECD_t00005	29	23	30	30	27	37
gene-ECD_t00007	4	0	0	1	1	1
gene-ECD_t00008	3	5	3	6	7	2
gene-ECD_t00009	26	30	12	30	21	44
gene-ECD_t00010	69	37	26	51	85	111
gene-ECD_t00011	35	36	22	38	27	41
gene-ECD_t00012	58	92	56	77	75	87
gene-ECD_t00013	24	26	22	21	27	74
gene-ECD_t00014	35	33	45	38	40	71
gene-ECD_t00015	234	151	165	186	231	234
gene-ECD_t00016	59	49	32	41	46	38
gene-ECD_t00017	212	515	138	149	193	159
gene-ECD_t00018	29	26	37	22	44	34
gene-ECD_t00019	67	77	72	53	106	79
gene-ECD_t00020	53	62	45	61	55	50
gene-ECD_t00021	15	12	8	14	5	13
gene-ECD_t00022	5	12	7	4	11	12
gene-ECD_t00023	1	1	3	2	0	6
gene-ECD_t00024	3	2	1	1	0	3
gene-ECD_t00025	611	649	658	608	647	718
gene-ECD_t00026	160	207	167	152	199	197
gene-ECD_t00027	0	0	0	0	0	0
gene-ECD_t00028	5	0	5	5	0	2
gene-ECD_t00029	289	167	201	207	297	254
gene-ECD_t00030	180	171	176	199	197	191
gene-ECD_t00031	812	539	612	697	828	776
gene-ECD_t00032	49	33	50	40	35	43
gene-ECD_t00033	15	10	21	19	36	19
gene-ECD_t00034	7	5	6	3	7	10
gene-ECD_t00035	0	0	0	0	0	0
gene-ECD_t00036	0	0	0	0	0	0
gene-ECD_t00037	31	44	34	29	44	27
gene-ECD_t00038	40	20	24	37	25	23
gene-ECD_t00039	11	10	4	13	9	3
gene-ECD_t00040	3	1	1	0	2	3
gene-ECD_t00041	6	4	3	5	1	6
gene-ECD_t00042	201	236	194	262	295	230
gene-ECD_t00043	39	59	36	50	50	46
gene-ECD_t00044	0	1	0	1	1	1
gene-ECD_t00045	0	0	0	0	0	0
gene-ECD_t00046	79	79	53	75	125	120
gene-ECD_t00047	268	278	159	250	292	340
gene-ECD_t00048	396	395	240	314	433	529
gene-ECD_t00049	297	350	205	302	362	510
gene-ECD_t00050	114	113	80	139	89	278
gene-ECD_t00051	5	7	13	17	8	18
gene-ECD_t00052	16	25	12	27	15	24
gene-ECD_t00053	1	2	2	4	1	2
gene-ECD_t00054	52	49	37	47	63	96
gene-ECD_t00055	1	1	3	2	7	5
gene-ECD_t00056	0	0	0	0	0	0
gene-ECD_t00057	7	6	7	10	9	17
gene-ECD_t00058	52	65	37	60	47	76
gene-ECD_t00059	87	89	63	123	82	119
gene-ECD_t00060	0	0	1	0	0	0
gene-ECD_t00061	0	0	0	2	0	0
gene-ECD_t00062	18	13	20	12	21	14
gene-ECD_t00063	10	7	19	14	9	18
gene-ECD_t00064	0	0	0	0	0	0
gene-ECD_t00065	2	2	2	1	0	1
gene-ECD_t00066	16	22	15	12	16	24
gene-ECD_t00067	17	15	12	7	8	13
gene-ECD_t00068	65	40	36	55	57	50
gene-ECD_t00069	129	86	66	158	158	137
gene-ECD_t00070	13	14	18	15	25	22
gene-ECD_t00071	97	45	72	107	72	104
gene-ECD_t00072	1	1	2	1	0	0
gene-ECD_t00073	58	72	81	61	52	45
gene-ECD_t00074	3	12	7	7	3	12
gene-ECD_t00075	110	114	84	162	140	179
gene-ECD_t00076	197	207	215	231	219	267
gene-ECD_t00077	159	153	87	112	125	220
gene-ECD_t00078	0	0	0	0	0	0
gene-ECD_t00079	48	32	51	38	39	41
gene-ECD_t00080	101	141	130	101	120	143
gene-ECD_t00081	108	75	146	32	80	81
gene-ECD_t00082	67	39	46	75	68	43
gene-ECD_t00083	1	0	0	0	0	1
gene-ECD_t00084	4	3	2	4	4	3
gene-ECD_t00085	21	16	14	30	15	21
gene-ECD_t00086	5	4	2	2	1	8
